ID,ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
5766,52 Mckenzie Way,Embleton,550000,4,2,1,475,163,1961,7200,Bayswater Station,1900,"11-2015",6062,-31.90159547,115.9067184,JOHN FORREST SECONDARY COLLEGE,0.620074342,74
5767,9 Tifera Circle,Kallaroo,895500,4,3,2,675,332,,21100,Whitfords Station,3500,"07-2017",6025,-31.78825,115.74712,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.207427987,58
5768,20 Gregory Street,Belmont,400000,3,2,1,476,120,1999,7600,Ashfield Station,4100,"01-2017",6104,-31.94962,115.93898,BELMONT CITY COLLEGE,1.116921609,57
5769,3 Koondoola Avenue,Koondoola,450000,4,1,2,777,155,,12200,Warwick Station,5700,"07-2014",6064,-31.84239067,115.8558942,MERCY COLLEGE,0.562927742,46
5770,31 Zappeion Entrance,Landsdale,540000,4,2,2,450,194,2014,15500,Greenwood Station,8000,"11-2020",6065,-31.81102321,115.8668426,LANDSDALE CHRISTIAN SCHOOL,0.472001973,
5771,175 Honeywood Avenue,Wandi,385000,3,2,2,299,157,2015,26300,Kwinana Station,5400,"01-2019",6167,-32.18597561,115.8595436,ATWELL COLLEGE,4.693792546,129
5772,11A Croydon Avenue,Yokine,528000,3,2,2,270,122,2007,6400,Glendalough Station,3000,"07-2018",6060,-31.89566001,115.8456484,SERVITE COLLEGE,1.37823831,65
5773,28 Pepler Avenue,Salter Point,1250000,4,2,2,506,179,,8000,Canning Bridge Station,2100,"01-2013",6152,-32.02359,115.87101,AQUINAS COLLEGE,0.919027648,23
5774,32 Selsdon Road,Camillo,305000,3,1,1,699,100,1978,22800,Challis Station,1700,"02-2015",6111,-32.12115935,115.9963268,KELMSCOTT SENIOR HIGH SCHOOL,1.387740874,113
5775,17 Parke Road,Gooseberry Hill,1350000,4,2,3,4054,249,1948,18200,Midland Station,9400,"04-2016",6076,-31.9645,116.05077,KALAMUNDA SENIOR HIGH SCHOOL,1.573638108,107
5776,11 Florence Street,West Perth,925000,3,1,1,369,158,1920,1700,Leederville Station,954,"09-2020",6005,-31.93871,115.85031,ARANMORE CATHOLIC COLLEGE,1.459809099,106
5777,91 Jersey Street,Jolimont,1200000,3,2,2,242,157,1998,4600,Daglish Station,851,"07-2020",6014,-31.94458584,115.8113001,SHENTON COLLEGE,1.854358786,14
5778,23 Craignish Loop,Kinross,545000,4,2,2,620,163,1997,28500,Currambine Station,1200,"09-2017",6028,-31.71543,115.74387,LAKE JOONDALUP BAPTIST COLLEGE,2.961363582,80
5779,11 Heathcote Way,Bertram,335000,4,2,2,590,200,2005,33600,Kwinana Station,2100,"09-2019",6167,-32.254032,115.845861,THE KING'S COLLEGE,0.639821441,
5780,7 Hope Street,White Gum Valley,1220000,6,3,1,759,150,,14900,Fremantle Station,1900,"06-2019",6162,-32.05892282,115.7633145,FREMANTLE COLLEGE,1.092105756,128
5781,12 Lowan Loop,Karawara,550000,4,2,,543,269,2002,6500,Canning Bridge Station,2700,"12-2004",6152,-32.00626,115.88497,CANNING COLLEGE,1.199001083,
5782,76 Revitalise Circuit,Craigie,445000,3,2,1,238,102,,20800,Edgewater Station,2100,"07-2017",6025,-31.78642625,115.7613662,BELRIDGE SECONDARY COLLEGE,1.792579195,102
5783,53 Wyatt Road,Hocking,499000,4,2,2,594,210,2006,20900,Edgewater Station,4000,"06-2017",6065,-31.76755,115.82037,WANNEROO SECONDARY COLLEGE,1.184473466,131
5784,5/27 Bickley Road,Cannington,395000,3,2,2,226,145,2008,11400,Beckenham Station,893,"05-2016",6107,-32.02407377,115.9453382,SEVENOAKS SENIOR COLLEGE,1.320997026,114
5785,84 Russell Road,Madeley,835000,5,3,2,680,290,2006,16200,Greenwood Station,4900,"10-2016",6065,-31.80854,115.83391,KINGSWAY CHRISTIAN COLLEGE,0.471670717,50
5786,12 Ameer Crescent,Bertram,353000,4,2,2,570,174,2005,33100,Kwinana Station,1700,"06-2018",6167,-32.24981,115.84661,THE KING'S COLLEGE,0.873627753,
5787,102 Parkway Road,Bibra Lake,433000,3,1,1,727,86,,15700,Murdoch Station,3000,"02-2016",6163,-32.09309,115.84538,LAKELAND SENIOR HIGH SCHOOL,1.776511741,
5788,54 Glencoe Loop,Kinross,460000,4,2,2,657,147,1992,27700,Currambine Station,1300,"12-2017",6028,-31.72608,115.73733,LAKE JOONDALUP BAPTIST COLLEGE,2.6077808,80
5789,127 Liberty Drive,Clarkson,385000,4,2,2,510,180,2008,32400,Clarkson Station,1100,"10-2018",6030,-31.681157,115.7345,CLARKSON COMMUNITY HIGH SCHOOL,0.843647777,
5790,32 Langport Way,Butler,339000,3,2,2,362,144,2013,36000,Butler Station,2500,"09-2018",6036,-31.651509,115.7184542,IRENE MCCORMACK CATHOLIC COLLEGE,0.898715392,120
5791,202 Connemara Drive,Brigadoon,371750,3,2,,18626,330,,28900,Midland Station,15100,"03-2013",6069,-31.76340174,116.0810042,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,9.668338854,53
5792,8 Grant Street,Embleton,530000,4,2,2,357,180,2012,7500,Bayswater Station,2100,"05-2016",6062,-31.8996153,115.9080194,JOHN FORREST SECONDARY COLLEGE,0.842116185,74
5793,2 Brady Road,Jarrahdale,349950,2,2,6,1145,103,1935,47100,Armadale Station,21000,"02-2019",6124,-32.33746,116.06477,COURT GRAMMAR SCHOOL,10.22792741,
5794,52 Francisco Street,Rivervale,497000,3,2,2,894,127,2004,5500,Burswood Station,1500,"10-2018",6103,-31.96028727,115.9159823,ST CLARE'S SCHOOL,1.392540754,
5795,35 Orchid Avenue,Bennett Springs,412000,4,2,2,599,166,1996,12100,Ashfield Station,6300,"03-2020",6063,-31.85781095,115.9220343,KIARA COLLEGE,2.508962121,
5796,31A Guildford Road,Ashfield,430000,4,2,2,557,199,2009,8400,Ashfield Station,175,"10-2012",6054,-31.91429566,115.935387,CYRIL JACKSON SENIOR CAMPUS,0.685801062,
5797,57 Camira Way,Quinns Rocks,519500,4,2,2,601,180,2004,35900,Butler Station,2900,"08-2019",6030,-31.66073615,115.6953167,ALKIMOS BAPTIST COLLEGE,1.407781734,
5798,38 Carbine Loop,Banksia Grove,430000,4,2,2,589,181,2007,27300,Currambine Station,5600,"11-2017",6031,-31.71109558,115.8072482,JOSEPH BANKS SECONDARY COLLEGE,1.710548354,92
5799,14 Waterview Grove,Ellenbrook,500000,4,2,2,793,211,2001,21300,East Guildford Station,11900,"10-2019",6069,-31.78924,115.97717,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.967175638,53
5800,234 Henderson Road,Munster,1030000,4,1,2,20000,218,1980,22500,Cockburn Central Station,5300,"03-2020",6166,-32.14977882,115.8106937,DIVINE MERCY COLLEGE,3.106256367,
5801,3 Bridgwood Road,Lesmurdie,410000,4,2,,1139,153,1983,19600,Madding,9700,"10-2016",6076,-31.99225,116.06057,ST BRIGID'S COLLEGE,0.938551464,99
5802,40b Dunrossil Street,Wembley Downs,1670000,5,3,4,677,432,2012,9600,Stirling Station,3400,"11-2018",6019,-31.9079214,115.7719856,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.175265903,
5803,49 Halifax Boulevard,Mindarie,710000,4,2,2,684,254,2001,33600,Clarkson Station,3300,"05-2019",6030,-31.67958,115.70607,MINDARIE SENIOR COLLEGE,0.289292995,111
5804,11 Champaigne Drive,Tapping,515000,4,2,2,608,236,2006,25700,Currambine Station,4800,"07-2017",6065,-31.72620768,115.800949,JOSEPH BANKS SECONDARY COLLEGE,3.090189978,92
5805,3 Skender Place,Gwelup,847000,4,2,2,628,260,1997,11600,Warwick Station,1800,"06-2016",6018,-31.86028,115.80017,BALCATTA SENIOR HIGH SCHOOL,2.042811741,135
5806,43 Archdale Loop,Piara Waters,545000,4,2,2,600,180,2011,20500,Cockburn Central Station,5600,"11-2020",6112,-32.1294208,115.9175589,CAREY BAPTIST COLLEGE,2.608229684,62
5807,12 Elstree Avenue,Menora,1800000,5,2,2,910,334,2008,3800,Perth Station,3700,"01-2014",6050,-31.9178,115.85975,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.017913087,20
5808,431 Railway Road,Shenton Park,960000,3,1,1,649,145,1932,5300,Shen,454,"06-2018",6008,-31.96327,115.80379,SHENTON COLLEGE,0.403905425,14
5809,2 Gelderland Entrance,Stratton,328000,3,1,2,485,81,1995,20000,Midland Station,5100,"07-2016",6056,-31.86344,116.04343,SWAN VIEW SENIOR HIGH SCHOOL,2.675294553,
5810,40 Rokewood Way,Karragullen,175000,4,2,2,1012,140,2014,28600,Seaforth Station,10000,"03-2013",6111,-32.08644507,116.1175684,CARMEL ADVENTIST COLLEGE,8.279493436,
5811,24 Adriatic Way,Currambine,520000,3,2,2,462,176,2000,26900,Currambine Station,1300,"08-2017",6028,-31.73242,115.7397,LAKE JOONDALUP BAPTIST COLLEGE,2.130306968,80
5812,52 Glenorchy Crescent,Hamersley,690000,5,2,2,682,254,1985,12200,Warwick Station,2400,"10-2016",6022,-31.84784,115.82111,WARWICK SENIOR HIGH SCHOOL,1.152073346,
5813,7 Grallina Way,Tapping,600000,4,2,2,605,240,2005,26300,Currambine Station,3500,"09-2020",6065,-31.72364,115.78729,LAKE JOONDALUP BAPTIST COLLEGE,2.890967481,80
5814,11 Dodington Place,Parkerville,590000,4,2,2,2530,183,,28300,Midland Station,13600,"10-2017",6081,-31.87366,116.14325,MUNDARING CHRISTIAN COLLEGE,4.469662943,
5815,3 Itchen Loop,Butler,260000,4,2,2,384,128,2002,36700,Butler Station,1700,"10-2019",6036,-31.65084,115.70188,BUTLER COLLEGE,0.65229151,39
5816,75 Fifth Avenue,Rossmoyne,975000,3,1,1,995,136,1967,9800,Bull Creek Station,1900,"08-2018",6148,-32.03972164,115.8729352,ROSSMOYNE SENIOR HIGH SCHOOL,0.761858469,16
5817,3 Thomas Hamilton Avenue,Mirrabooka,585000,4,2,4,501,310,2006,9400,Mount Lawley Station,7600,"05-2019",6061,-31.86795,115.86582,ST ANDREW'S GRAMMAR,0.861303024,
5818,300 Boulonnais Drive,Brigadoon,117500,4,2,2,20018,243,,27500,Midland Station,13400,"01-2002",6069,-31.7921,116.08007,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,8.948741029,53
5819,176 Daglish Street,Wembley,1400000,3,2,,671,146,1950,4700,Glendalough Station,1400,"06-2020",6014,-31.92714,115.81921,BOLD PARK COMMUNITY SCHOOL,0.524861172,
5820,56 Dean Road,Jandakot,745000,4,2,2,717,236,2002,16900,Cockburn Central Station,2400,"02-2017",6164,-32.10347,115.85762,LAKELAND SENIOR HIGH SCHOOL,1.265874252,
5821,40 Beckworth Avenue,Kiara,439000,3,1,2,530,120,1994,11100,Bassendean Station,2400,"01-2013",6054,-31.88205,115.94245,KIARA COLLEGE,0.862445327,
5822,6 Columba Place,Peppermint Grove,1965000,5,2,2,744,258,1976,10700,Cottesloe Station,641,"03-2018",6011,-32.00272,115.76279,ST HILDA'S ANGLICAN SCHOOL FOR GIRLS,0.539798286,2
5823,224 Hopkinson Road,Darling Downs,820000,4,2,8,20045,219,1998,29700,Armadale Station,6300,"12-2013",6122,-32.20006,115.97412,BYFORD SECONDARY COLLEGE,3.685482545,116
5824,39 Adamson Road,Brentwood,810000,3,2,2,796,149,2014,10300,Bull Creek Station,632,"07-2014",6153,-32.0441477,115.8483197,CORPUS CHRISTI COLLEGE,1.517544524,28
5825,6 Malcolm Court,Noranda,643000,5,2,2,847,300,1982,9500,Mount Lawley Station,7300,"08-2017",6062,-31.86941,115.8811,MORLEY SENIOR HIGH SCHOOL,0.537020861,100
5826,14 Hilliger Turn,Jane Brook,680000,4,1,,597,260,2015,21400,Midland Station,6400,"09-2017",6056,-31.86008717,116.0579661,SWAN VIEW SENIOR HIGH SCHOOL,3.307791683,
5827,59 Rannoch Circle,Hamersley,630000,4,2,1,700,172,1982,12500,Warwick Station,2000,"05-2020",6022,-31.84591727,115.8169415,WARWICK SENIOR HIGH SCHOOL,0.818095241,
5828,35 Chadwick Street,Hilton,490000,2,2,1,399,110,1953,14100,Fremantle Station,4300,"10-2017",6163,-32.0644096,115.7886981,SETON CATHOLIC COLLEGE,1.02144653,91
5829,12 Karalla Elbow,Quinns Rocks,620000,3,2,2,602,171,,35800,Butler Station,3200,"05-2020",6030,-31.66321032,115.6931977,ALKIMOS BAPTIST COLLEGE,1.639298397,
5830,204 Marmion Street,Palmyra,560000,3,1,1,419,96,1950,12700,Fremantle Station,3700,"11-2019",6157,-32.04665,115.78358,MELVILLE SENIOR HIGH SCHOOL,2.063321789,61
5831,24 Garrigan Place,Clarkson,255000,3,1,1,392,101,1994,33200,Clarkson Station,2400,"05-2020",6030,-31.67977,115.71661,QUINNS BAPTIST COLLEGE,0.726289897,118
5832,100 Leworthy Loop,Karragullen,330000,4,1,,20083,372,2009,29600,Kelmscott Station,9200,"02-2006",6111,-32.11169027,116.1102651,KELMSCOTT SENIOR HIGH SCHOOL,9.409715596,113
5833,12 Quondong Close,Kenwick,400000,4,2,2,641,172,1999,15200,Madding,1500,"03-2017",6107,-32.03586,115.98582,REHOBOTH CHRISTIAN COLLEGE,0.881394286,
5834,12A Cuvier Place,Yangebup,340000,3,1,1,433,98,1990,19800,Cockburn Central Station,3300,"09-2019",6164,-32.12673,115.82305,DIVINE MERCY COLLEGE,0.302555081,
5835,11 Waterside Crescent,Gwelup,540000,3,1,2,245,109,1996,10200,Stirling Station,2000,"06-2020",6018,-31.87777835,115.7969844,BALCATTA SENIOR HIGH SCHOOL,1.463025389,135
5836,1 Troy Avenue,Marmion,1600000,4,2,2,899,277,1979,15800,Warwick Station,4200,"07-2011",6020,-31.84345,115.75221,SACRED HEART COLLEGE,1.866116919,19
5837,11 Heron Court,Camillo,365000,5,2,5,684,237,1983,23000,Challis Station,1600,"09-2017",6111,-32.12243285,115.9966238,KELMSCOTT SENIOR HIGH SCHOOL,1.363464065,113
5838,7 Friarbird Terrace,Beeliar,588000,4,2,2,487,246,2008,20800,Cockburn Central Station,4400,"05-2017",6164,-32.13482006,115.8131398,DIVINE MERCY COLLEGE,1.598291396,
5839,46 Upperthong Street,Bullsbrook,435000,4,2,2,2026,140,,34100,Midland Station,24400,"01-2019",6084,-31.67231556,116.0040584,HOLY CROSS COLLEGE,11.56893808,98
5840,33 Armadale Crescent,Coolbinia,1040000,3,1,2,817,145,1960,4300,Glendalough Station,2500,"04-2014",6050,-31.9142,115.84975,ARANMORE CATHOLIC COLLEGE,1.560376868,106
5841,8 Mawson Close,Seville Grove,390000,4,2,6,546,178,2011,23600,Sherwood Station,2000,"03-2018",6112,-32.13279204,115.9896701,CECIL ANDREWS COLLEGE,0.956786196,139
5842,56 Dolphin Way,Beldon,455000,3,1,2,688,93,1985,22500,Edgewater Station,2400,"03-2015",6027,-31.77105,115.75317,BELRIDGE SECONDARY COLLEGE,0.949085526,102
5843,24 Koorana Road,Mullaloo,640000,4,2,4,751,239,,21900,Edgewater Station,3200,"11-2017",6027,-31.78013,115.74671,BELRIDGE SECONDARY COLLEGE,1.897212401,102
5844,3 Cairn Avenue,Duncraig,512000,3,1,1,665,105,1974,14900,Warwick Station,1500,"04-2020",6023,-31.83242,115.78879,GREENWOOD COLLEGE,0.727042685,86
5845,19 Lucida Road,Southern River,656000,4,2,3,600,224,2006,18400,Thornlie Station,6100,"06-2020",6110,-32.101242,115.94313,PROVIDENCE CHRISTIAN COLLEGE,0.628839151,38
5846,63 Flowerwood Way,Huntingdale,320000,4,2,3,547,123,1993,16900,Thornlie Station,3500,"09-2017",6110,-32.07804,115.95911,THORNLIE SENIOR HIGH SCHOOL,1.309440037,125
5847,70 Bayport Circuit,Mindarie,737000,3,2,2,861,250,1992,32100,Clarkson Station,2900,"02-2018",6030,-31.69462,115.70757,YOUTH FUTURES COMMUNITY SCHOOL,1.226404128,
5848,134 Merrit Loop,Jandakot,1200000,6,3,3,20009,288,2013,16400,Cockburn Central Station,4100,"05-2018",6164,-32.09770367,115.8879405,CANNING VALE COLLEGE,3.672296783,68
5849,12 Kwel Court,Karawara,880000,3,2,2,505,204,2001,6800,Canning Bridge Station,2600,"11-2007",6152,-32.00945,115.88334,CLONTARF ABORIGINAL COLLEGE,1.140450838,
5850,57 Kingswood Street,Mount Helena,460000,4,2,2,2003,150,1992,35400,Midland Station,21000,"01-2018",6082,-31.87153,116.22148,EASTERN HILLS SENIOR HIGH SCHOOL,0.301342889,105
5851,8 Glengarry Street,Parkwood,412000,4,1,,688,119,1973,12000,Thornlie Station,2800,"04-2017",6147,-32.04519,115.92247,LYNWOOD SENIOR HIGH SCHOOL,0.700381131,96
5852,8 Anfield Crescent,Aveley,507500,5,2,2,708,280,2007,21800,East Guildford Station,12200,"10-2019",6069,-31.786747,115.98293,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.87808638,53
5853,4 Newark Place,Connolly,715000,4,2,2,708,182,1993,25800,Joondalup Station,2700,"05-2018",6027,-31.74439,115.73923,PRENDIVILLE CATHOLIC COLLEGE,1.145756217,60
5854,40 Mockeridge Circuit,Middle Swan,425000,4,2,2,560,138,1992,18300,Midland Station,3400,"10-2015",6056,-31.87019,116.02725,SWAN CHRISTIAN COLLEGE,1.97236595,93
5855,63 Dampier Drive,Golden Bay,300000,2,2,2,845,102,1970,53400,Warnbro Station,11000,"06-2018",6174,-32.42469,115.75872,COMET BAY COLLEGE,1.06682466,35
5856,1 Ainsley Court,Camillo,287000,3,1,1,719,86,1979,22600,Challis Station,1900,"06-2015",6111,-32.12057813,115.993579,KELMSCOTT SENIOR HIGH SCHOOL,1.649178183,113
5857,132 Swan Street,Guildford,2250000,4,2,4,3542,232,1890,12200,Guildford Station,523,"11-2013",6055,-31.89686,115.97089,GUILDFORD GRAMMAR SCHOOL,1.085425511,52
5858,63 Murdoch Drive,Singleton,350000,3,1,2,809,94,1965,55700,Mandurah Station,9300,"07-2015",6175,-32.44418,115.75299,COMET BAY COLLEGE,3.293057375,35
5859,146 Hensman Road,Shenton Park,547638,1,1,1,158,91,2000,3700,Daglish Station,803,"08-2017",6008,-31.95667331,115.8196355,SHENTON COLLEGE,1.604866419,14
5860,71 Cape Le Grand Avenue,Aubin Grove,575000,4,2,2,644,207,2006,24000,Cockburn Central Station,4800,"12-2017",6164,-32.167717,115.865129,ATWELL COLLEGE,2.644460667,129
5861,965 Brooking Road,Hovea,150000,6,5,,24902,510,2001,26300,Midland Station,12200,"09-1998",6071,-31.89732,116.12984,HELENA COLLEGE,3.797746524,78
5862,376 Odin Drive,Stirling,600000,4,2,2,350,196,2009,10700,Stirling Station,3000,"01-2020",6021,-31.867297,115.806716,BALCATTA SENIOR HIGH SCHOOL,1.052880662,135
5863,5 Calita Pass,Carramar,695000,4,2,3,647,226,2009,27700,Currambine Station,4600,"04-2018",6031,-31.70903486,115.7959087,JOSEPH BANKS SECONDARY COLLEGE,1.154231045,92
5864,3 Rushton Terrace,Mount Nasura,600000,4,2,2,1943,243,1983,25900,Sherwood Station,1400,"07-2014",6112,-32.1373,116.025,SOWILO COMMUNITY HIGH SCHOOL,1.59040209,
5865,3 Aero Road,Eglinton,423000,4,2,2,375,155,2016,43300,Butler Station,5000,"03-2017",6034,-31.5971748,115.6722019,YANCHEP SECONDARY COLLEGE,5.665829309,
5866,45 Colchester Avenue,Orelia,405000,4,2,2,678,132,2002,31300,Kwinana Station,1200,"02-2017",6167,-32.2320465,115.8305317,GILMORE COLLEGE,1.633558929,138
5867,14 Golden Ash Gardens,Helena Valley,462500,4,2,2,619,168,1996,16600,Midland Station,4100,"12-2018",6056,-31.91929,116.03009,YOUTH FUTURES COMMUNITY SCHOOL,3.730487336,
5868,45 Leichhardt Drive,Two Rocks,210000,2,1,,855,95,1970,55700,Butler Station,17500,"02-2018",6037,-31.50291,115.6011,YANCHEP SECONDARY COLLEGE,6.823446376,
5869,14 Barblett Way,Kardinya,710000,4,2,2,814,165,1984,13100,Murdoch Station,3400,"11-2019",6163,-32.0641,115.81419,NORTH LAKE SENIOR CAMPUS,1.046552225,
5870,17 Brockwell Place,Hillarys,1075000,4,2,2,851,270,1990,20400,Whitfords Station,3900,"06-2019",6025,-31.79836,115.74114,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.164422383,58
5871,6 Bandin Place,Maida Vale,640000,4,2,3,601,175,2000,14900,Midland Station,7300,"08-2015",6057,-31.95596,116.01653,DARLING RANGE SPORTS COLLEGE,2.255678531,137
5872,26 Januk Turn,South Guildford,565000,3,2,2,562,184,2010,12900,East Guildford Station,1300,"02-2017",6055,-31.90670445,115.9857764,GUILDFORD GRAMMAR SCHOOL,1.45606889,52
5873,3A Curruthers Road,Mount Pleasant,1260000,4,2,,505,246,1999,9300,Bull Creek Station,1200,"12-2019",6153,-32.0360187,115.8536988,AQUINAS COLLEGE,1.332559237,23
5874,1 Canny Road,St James,515000,3,1,2,688,90,1958,6800,Welshpool Station,1700,"06-2019",6102,-31.99883,115.90544,CANNING COLLEGE,1.416253148,
5875,30 Harris Street,Carlisle,425000,3,2,2,289,120,2004,7100,Carlisle Station,1400,"08-2018",6101,-31.98131,115.92629,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.606500783,102
5876,15/18 Deanmore Bend,Hammond Park,370000,3,2,2,254,147,2009,23100,Cockburn Central Station,4000,"08-2019",6164,-32.15983912,115.8483969,ATWELL COLLEGE,2.306628039,129
5877,67 Kenny Street,Bassendean,637500,2,1,,486,129,1920,9700,Bassendean Station,525,"07-2020",6054,-31.90828927,115.947222,CYRIL JACKSON SENIOR CAMPUS,0.682562823,
5878,22 Zest Court,Mariginiup,80000,4,1,,20728,331,1994,27800,Currambine Station,10700,"08-1989",6078,-31.70286098,115.8605491,JOSEPH BANKS SECONDARY COLLEGE,6.070545564,92
5879,4 Torrens Close,Mullaloo,665000,4,2,2,694,169,1983,22400,Edgewater Station,2700,"11-2020",6027,-31.77302,115.75035,BELRIDGE SECONDARY COLLEGE,1.247785623,102
5880,57 Hardy Road,Ashfield,420000,3,1,,1151,145,1963,8500,Ashfield Station,798,"01-2014",6054,-31.91893053,115.9400396,CYRIL JACKSON SENIOR CAMPUS,0.707757376,
5881,42 Hamersley Street,Midland,318000,3,2,2,373,112,2003,16700,Midland Station,1700,"11-2017",6056,-31.88114286,116.0138162,LA SALLE COLLEGE,0.933302465,53
5882,20A Tavistock Crescent,Lynwood,465000,3,2,2,282,126,2015,11700,Thornlie Station,2300,"01-2016",6147,-32.03698903,115.931414,FOUNTAIN COLLEGE,1.076659754,
5883,5 Amherst Road,Woodbridge,390000,2,1,2,457,93,1925,14600,Woodbridge Station,333,"11-2010",6056,-31.89184199,115.9956771,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.724879926,130
5884,80 Houghton Drive,Carramar,510000,4,2,2,673,225,2005,27600,Currambine Station,3600,"12-2017",6031,-31.71229291,115.7851501,JOSEPH BANKS SECONDARY COLLEGE,1.861938439,92
5885,29A Saleham Street,Lathlain,765000,4,2,2,1012,236,2003,4800,Vic,260,"01-2015",6100,-31.97063,115.90472,ST CLARE'S SCHOOL,0.371876995,
5886,28 Milleara Road,Martin,440000,3,1,2,1773,115,1985,21600,Seaforth Station,1300,"06-2015",6110,-32.08613656,116.0242845,LUMEN CHRISTI COLLEGE,2.385916463,122
5887,87 Ridgewood Boulevard,Ridgewood,487000,4,2,2,630,217,2007,34600,Clarkson Station,3300,"08-2017",6030,-31.663715,115.723995,ALKIMOS BAPTIST COLLEGE,1.36123531,
5888,7C Elizabeth Street,East Cannington,494000,4,2,,311,141,2014,11100,Beckenham Station,2300,"09-2015",6107,-32.00311417,115.9593068,ST NORBERT COLLEGE,1.794023583,42
5889,2985 Great Eastern Highway,Hovea,420000,2,2,2,16884,170,1905,25500,Midland Station,11400,"05-2005",6071,-31.898,116.12116,HELENA COLLEGE,2.997573949,78
5890,48 Sinagra Way,Yangebup,655000,4,2,2,612,229,2005,20000,Cockburn Central Station,6300,"12-2016",6164,-32.12267,115.79132,DIVINE MERCY COLLEGE,3.196544609,
5891,178 Bournbrook Avenue,Cardup,930000,5,2,2,20234,257,2009,34500,Kwinana Station,11600,"09-2014",6122,-32.24615406,115.972111,COURT GRAMMAR SCHOOL,3.175891107,
5892,60 Dundas Road,Inglewood,1055000,3,2,3,741,200,1930,4500,Maylands Station,1500,"02-2020",6052,-31.91722,115.88333,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.357265095,20
5893,91 Treetop Avenue,Edgewater,432500,4,1,7,716,117,1980,22400,Edgewater Station,980,"04-2018",6027,-31.76327,115.77868,MATER DEI COLLEGE,0.256260425,104
5894,19 Bullich Retreat,Jarrahdale,670000,4,2,10,4050,257,2009,47000,Armadale Station,21200,"08-2016",6124,-32.340389,116.056198,COURT GRAMMAR SCHOOL,9.957052716,
